"","farmtype","hhsize","hhelectric","hhhdocc1","fplotarea1","yearsuse1","farmsalev","s1p1c1area","s1p1c1qharv","s1p1c1sold","pc1","extc","adm0","adm1","incfarm","incnfarm"
"8531","Small","6-7","Yes","Civil Servant",1.700000048,"0-5",6e+06,"20-35.20999908",1400,900,"38","2","cameroon","West",3e+06,"0.1000000015-0.5"
"8532","Medium","8-48","Yes","Agricultural Labour",2,"0-5",2e+06,"50-60",3000,2500,"48","2","cameroon","West",4e+05,"0.1000000015-0.5"
"8535","Small","7-8","No","Agricultural Labour",1,"30-202",4e+06,"20-35.20999908",150,75,"26","2","cameroon","West",7e+05,"0.5-5"
"8536","Small","8-48","Yes","Farmer",0.1000000015,"0-5",5e+05,"20-35.20999908",350,250,"26","1","cameroon","West",720000,"0.1000000015-0.5"
"8538","Small","7-8","No","Agricultural Labour",1,"30-202",4e+06,"20-35.20999908",250,100,"26","2","cameroon","West",250000,"0.1000000015-0.5"
"8539","Medium","4-6","Yes","Agricultural Labour",0.200000003,"5-10",7e+05,"20-35.20999908",500,200,"26","2","cameroon","West",1500000,"0.5-5"
"8540","Large","8-48","No","Agricultural Labour",3,"10-20",5e+06,"0-20",800,300,"26","2","cameroon","West",3e+05,"0.1000000015-0.5"
"8541","Small","8-48","Yes","Farmer",2.200000048,"0-5",5e+05,"35.20999908-50",650,250,"4","1","cameroon","West",4e+05,"0.1000000015-0.5"
"8543","Medium","4-6","Yes","Agricultural Labour",3,"5-10",6e+05,"0-20",300,200,"26","2","cameroon","West",8e+05,"0.1000000015-0.5"
"8544","Medium","7-8","No","Agricultural Labour",1.5,"30-202",4e+06,"50-60",2000,2000,"10","2","cameroon","West",8e+05,"0.5-5"
"8546","Small","8-48","Yes","Agricultural Labour",4,"5-10",4e+06,"20-35.20999908",2000,1400,"53","2","cameroon","West",7e+05,"0.1000000015-0.5"
"8547","Large","8-48","Yes","Trader",4.599999905,"20-30",1.1e+07,"50-60",5000,4000,"34","2","cameroon","West",1500000,"0-0.1000000015"
"8548","Medium","8-48","Yes","Trader",2,"5-10",2e+06,"20-35.20999908",1500,350,"4","2","cameroon","West",8e+05,"0.1000000015-0.5"
"8549","Medium","8-48","No","Trader",1.5,"10-20",3e+06,"50-60",3000,3000,"38","2","cameroon","West",1750000,"0-0.1000000015"
"8550","Medium","8-48","Yes","Trader",1.75,"0-5",3e+06,"60-80",2000,1500,"37","2","cameroon","West",850000,"0.1000000015-0.5"
"8551","Medium","8-48","Yes","Civil Servant",2.5,"30-202",1e+05,"20-35.20999908",3000,2700,"30","1","cameroon","West",7e+05,"0.1000000015-0.5"
"8553","Medium","7-8","Yes","Agricultural Labour",4,"10-20",1200000,"100-100",7000,7000,"13","2","cameroon","West",1300000,"0.5-5"
"8554","Medium","8-48","Yes","Civil Servant",2,"30-202",2e+07,"60-80",8000,8000,"10","2","cameroon","West",5e+05,"0.1000000015-0.5"
"8555","Small","7-8","Yes","Farmer",2,"0-5",2e+06,"100-100",900,700,"53","1","cameroon","West",2e+05,"0.5-5"
"8556","Small","8-48","Yes","Agricultural Labour",1,"0-5",250000,"100-100",9000,8000,"39","2","cameroon","West",4e+05,"0.1000000015-0.5"
"8557","Small","7-8","No","Farmer",2,"10-20",3e+06,"60-80",2000,850,"26","1","cameroon","West",5e+05,"0.1000000015-0.5"
"8558","Small","8-48","Yes","Farmer",4,"10-20",850000,"50-60",500,150,"26","2","cameroon","West",180000,"0.5-5"
"8559","Medium","7-8","Yes","Agricultural Labour",2,"0-5",2e+06,"100-100",5000,5000,"48","2","cameroon","West",1e+05,"0.5-5"
"8561","Small","8-48","Yes","Agricultural Labour",2,"0-5",2e+06,"20-35.20999908",100,100,"2","2","cameroon","West",1e+05,"0-0.1000000015"
"8562","Medium","8-48","Yes","Other",0.5,"10-20",3e+06,"100-100",2500,2000,"26","1","cameroon","West",4e+05,"0.5-5"
"8563","Small","8-48","Yes","Farmer",1,"10-20",850000,"50-60",750,500,"26","2","cameroon","West",180000,"0-0.1000000015"
"8566","Small","8-48","Yes","Farmer",2,"10-20",3e+06,"0-20",100,40,"2","2","cameroon","West",4e+05,"0-0.1000000015"
"8569","Small","8-48","Yes","Farmer",0.5,"10-20",4e+06,"80-100",800,500,"26","1","cameroon","West",350000,"0.1000000015-0.5"
"8570","Small","1-4","Yes","Agricultural Labour",1.5,"0-5",2e+05,"100-100",300,200,"26","2","cameroon","West",60000,"0.5-5"
"8571","Small","1-4","Yes","Agricultural Labour",1,"0-5",350000,"60-80",1000,800,"26","2","cameroon","West",460000,"0.5-5"
"8572","Medium","1-4","Yes","Farmer",0.3000000119,"30-202",6e+06,"20-35.20999908",2000,1500,"26","1","cameroon","West",4e+05,"0.1000000015-0.5"
"8573","Medium","1-4","Yes","Agricultural Labour",0.25,"30-202",8e+06,"20-35.20999908",1000,700,"26","1","cameroon","West",5e+05,"0.1000000015-0.5"
"8574","Small","1-4","No","Agricultural Labour",1,"5-10",8500000,"100-100",1500,1500,"53","1","cameroon","West",4e+06,"0-0.1000000015"
"8575","Small","1-4","No","Farmer",2,"5-10",6e+06,"20-35.20999908",2000,1500,"53","1","cameroon","West",4e+06,"0-0.1000000015"
"8578","Small","7-8","No","Farmer",1,"10-20",3e+06,"50-60",2000,1300,"26","1","cameroon","West",5e+05,"0.1000000015-0.5"
"8579","Large","7-8","No","Farmer",1,"10-20",3500000,"100-100",3000,3000,"13","1","cameroon","West",6e+05,"0.1000000015-0.5"
"8582","Large","7-8","Yes","Farmer",2,"20-30",6e+05,"50-60",320,320,"10","2","cameroon","South",9e+05,"0-0.1000000015"
"8588","Medium","6-7","Yes","Farmer",2,"20-30",5e+06,"20-35.20999908",650,350,"56","1","cameroon","South",1500000,"0-0.1000000015"
"8590","Large","6-7","Yes","Farmer",1,"0-5",4500000,"0-20",175,100,"56","2","cameroon","South",250000,"0.1000000015-0.5"
"8591","Large","8-48","Yes","Farmer",1,"0-5",2e+06,"50-60",2500,1000,"6","2","cameroon","South",50000,"0-0.1000000015"
"8592","Large","8-48","Yes","Farmer",2,"0-5",6e+05,"0-20",5000,4500,"6","2","cameroon","South",5e+05,"0-0.1000000015"
"8593","Large","4-6","Yes","Farmer",1.5,"0-5",3e+06,"35.20999908-50",22500,18000,"56","2","cameroon","South",2500000,"0.1000000015-0.5"
"8594","Medium","8-48","No","Farmer",0.5,"0-5",2e+06,"20-35.20999908",10000,2300,"37","2","cameroon","South",8e+05,"0-0.1000000015"
"8600","Large","8-48","Yes","Farmer",1.5,"30-202",5e+05,"0-20",100,100,"10","2","cameroon","South",1e+06,"0-0.1000000015"
"8603","Large","7-8","Yes","Farmer",2,"30-202",1e+07,"0-20",300,300,"10","2","cameroon","South",2e+06,"0-0.1000000015"
"8609","Medium","8-48","Yes","Teacher",1.200000048,"10-20",4e+06,"100-100",1100,1100,"10","2","cameroon","South",260000,"0.1000000015-0.5"
"8613","Medium","7-8","Yes","Farmer",1.5,"20-30",6e+05,"20-35.20999908",6000,2800,"37","2","cameroon","South",3e+05,"0-0.1000000015"
"8615","Large","7-8","Yes","Farmer",3.5,"0-5",6e+05,"0-20",500,250,"10","2","cameroon","South",7e+05,"0-0.1000000015"
"8618","Medium","8-48","Yes","Teacher",4.5,"20-30",4e+06,"100-100",600,600,"10","1","cameroon","South",240000,"0.5-5"
"8619","Large","7-8","Yes","Farmer",2,"20-30",7e+05,"0-20",400,400,"10","2","cameroon","South",9e+05,"0.1000000015-0.5"
"8624","Medium","8-48","Yes","Teacher",1.5,"20-30",4e+06,"100-100",1000,1000,"10","1","cameroon","South",240000,"0.5-5"
"8627","Large","7-8","Yes","Farmer",1,"0-5",6e+05,"20-35.20999908",500,250,"10","1","cameroon","South",7e+05,"0.1000000015-0.5"
"8630","Medium","8-48","Yes","Teacher",1.5,"20-30",4e+06,"100-100",1000,1000,"10","1","cameroon","South",240000,"0.1000000015-0.5"
"8634","Small","4-6","Yes","Other",1.5,"0-5",2e+06,"20-35.20999908",4500,2500,"37","1","cameroon","South",1222500,"0.1000000015-0.5"
"8636","Large","7-8","Yes","Farmer",1,"0-5",6e+05,"35.20999908-50",500,250,"10","2","cameroon","South",7e+05,"0-0.1000000015"
"8637","Medium","7-8","Yes","Farmer",1,"10-20",2e+06,"50-60",1200,500,"6","2","cameroon","South",1500000,"0.1000000015-0.5"
"8639","Medium","7-8","Yes","Other",2,"0-5",160000,"35.20999908-50",3000,1000,"56","1","cameroon","South",2e+06,"0.1000000015-0.5"
"8642","Medium","7-8","Yes","Farmer",1.5,"20-30",5e+05,"20-35.20999908",6000,2850,"2","2","cameroon","South",3e+05,"0.1000000015-0.5"
"8643","Small","1-4","No","Trader",1,"0-5",7e+05,"100-100",250,200,"6","2","cameroon","South",94000,"0.5-5"
"8644","Small","1-4","No","Farmer",0.5,"0-5",3e+05,"20-35.20999908",150,150,"6","2","cameroon","South",1e+05,"0.1000000015-0.5"
"8645","Large","4-6","Yes","Farmer",1.5,"0-5",3e+06,"35.20999908-50",22000,20000,"37","2","cameroon","South",3e+05,"0.1000000015-0.5"
"8647","Large","7-8","Yes","Farmer",1.5,"30-202",2e+06,"20-35.20999908",900,200,"6","2","cameroon","South",1200000,"0-0.1000000015"
"8648","Large","6-7","Yes","Farmer",1,"0-5",4500000,"20-35.20999908",80,40,"6","2","cameroon","South",250000,"0.1000000015-0.5"
"8649","Large","8-48","Yes","Farmer",1,"0-5",2e+06,"60-80",600,400,"6","2","cameroon","South",50000,"0.5-5"
"8650","Large","8-48","Yes","Farmer",2,"0-5",6e+05,"0-20",600,290,"6","2","cameroon","South",5e+05,"0.1000000015-0.5"
"8651","Medium","8-48","No","Farmer",0.5,"0-5",2e+06,"35.20999908-50",6000,4700,"37","2","cameroon","South",8e+05,"0.1000000015-0.5"
"8654","Medium","7-8","Yes","Farmer",1.5,"20-30",5e+06,"0-20",6000,4900,"37","2","cameroon","South",3e+05,"0.1000000015-0.5"
"8655","Small","1-4","No","Farmer",1,"0-5",1200000,"20-35.20999908",30,20,"56","2","cameroon","South",324000,"0.5-5"
"8656","Small","1-4","Yes","Teacher",1,"0-5",1e+06,"20-35.20999908",200,100,"56","2","cameroon","South",140000,"0.1000000015-0.5"
"8657","Small","6-7","Yes","Teacher",1,"0-5",6e+06,"0-20",300,240,"6","2","cameroon","South",320000,"0.1000000015-0.5"
"8661","Small","8-48","Yes","Farmer",3,"10-20",7e+06,"35.20999908-50",15000,13000,"11","2","cameroon","South",4e+06,"0-0.1000000015"
"8663","Small","7-8","Yes","Civil Servant",3,"0-5",7e+06,"80-100",15000,14000,"37","1","cameroon","South",1750000,"0.1000000015-0.5"
"8668","Small","6-7","Yes","Teacher",1,"0-5",6e+06,"20-35.20999908",300,240,"6","2","cameroon","South",320000,"0.1000000015-0.5"
"8672","Small","1-4","No","Farmer",1,"0-5",1e+06,"0-20",100,50,"56","2","cameroon","South",324000,"0.5-5"
"8675","Small","8-48","Yes","Farmer",3,"10-20",7e+06,"35.20999908-50",4000,2000,"11","2","cameroon","South",4e+06,"0-0.1000000015"
"8677","Small","7-8","Yes","Civil Servant",3,"0-5",7e+06,"80-100",15000,13000,"37","1","cameroon","South",1200000,"0.1000000015-0.5"
"8681","Small","4-6","Yes","Other",3,"0-5",7e+05,"35.20999908-50",4500,2500,"37","1","cameroon","South",1300000,"0.1000000015-0.5"
"8697","Medium","7-8","Yes","Farmer",6,"20-30",2e+06,"50-60",20000,20000,"2","2","cameroon","South West",8e+05,"0.1000000015-0.5"
"8699","Medium","4-6","Yes","Farmer",5,"10-20",1.5e+07,"50-60",3000,2625,"2","1","cameroon","South West",5e+06,"0.1000000015-0.5"
"8700","Medium","6-7","Yes","Farmer",1,"10-20",5e+05,"60-80",1000,800,"6","2","cameroon","South West",3e+06,"0-0.1000000015"
"8702","Small","7-8","Yes","Teacher",1.5,"5-10",1500000,"100-100",750,695,"53","2","cameroon","South West",4e+05,"0.1000000015-0.5"
"8705","Large","1-4","Yes","Farmer",5,"10-20",5e+06,"20-35.20999908",7500,5000,"2","2","cameroon","South West",5e+06,"0.1000000015-0.5"
"8715","Medium","7-8","No","Farmer",6,"20-30",5e+07,"0-20",50,40,"4","1","cameroon","South West",1e+05,"0.1000000015-0.5"
"8716","Large","7-8","No","Farmer",6,"30-202",5e+06,"0-20",300,250,"2","1","cameroon","South West",150000,"0.1000000015-0.5"
"8717","Medium","8-48","Yes","Farmer",2.5,"5-10",6e+05,"0-20",150,75,"4","1","cameroon","South West",150000,"0.1000000015-0.5"
"8718","Medium","7-8","Yes","Farmer",4,"20-30",1e+07,"0-20",300,225,"2","1","cameroon","South West",7e+05,"0-0.1000000015"
"8719","Medium","8-48","Yes","Farmer",6,"30-202",8e+06,"50-60",100,50,"4","1","cameroon","South West",3e+05,"0.1000000015-0.5"
"8720","Medium","8-48","No","Farmer",6,"30-202",2.5e+07,"0-20",400,300,"2","1","cameroon","South West",4e+05,"0-0.1000000015"
"8722","Medium","8-48","No","Farmer",5,"20-30",1.2e+07,"50-60",80,60,"4","1","cameroon","South West",2e+06,"0-0.1000000015"
"8746","Small","7-8","Yes","Farmer",0.5,"20-30",5e+05,"100-100",300,240,"56","2","cameroon","South West",1e+05,"0.1000000015-0.5"
"8749","Small","8-48","Yes","Farmer",2,"30-202",6e+06,"50-60",200,100,"4","2","cameroon","South West",3e+05,"0.1000000015-0.5"
"8750","Small","1-4","Yes","Farmer",1,"10-20",1500000,"50-60",60,40,"26","2","cameroon","South West",215000,"0.1000000015-0.5"
"8755","Large","7-8","Yes","Farmer",1,"30-202",6e+06,"20-35.20999908",1800,1800,"10","2","cameroon","South West",2e+06,"0.1000000015-0.5"
"8761","Small","4-6","Yes","Farmer",4,"10-20",7500000,"0-20",250,200,"7","2","cameroon","South West",7e+05,"0.1000000015-0.5"
"8763","Small","1-4","Yes","Farmer",1,"0-5",3e+06,"50-60",50,25,"37","1","cameroon","South West",150000,"0.1000000015-0.5"
"8764","Small","4-6","Yes","Farmer",2,"10-20",3e+06,"0-20",200,100,"11","2","cameroon","South West",3e+05,"0.1000000015-0.5"
"8765","Medium","7-8","Yes","Farmer",6,"10-20",1e+07,"0-20",750,350,"6","2","cameroon","South West",6e+05,"0.1000000015-0.5"
"8767","Small","8-48","Yes","Teacher",1,"20-30",2e+05,"0-20",400,300,"6","1","cameroon","South West",5e+05,"0.5-5"
"8769","Small","7-8","No","Farmer",2,"10-20",2e+06,"60-80",3000,25000,"6","2","cameroon","South West",7e+05,"0.1000000015-0.5"
"8770","Small","4-6","No","Farmer",0.5,"20-30",3e+05,"0-20",500,350,"6","2","cameroon","South West",1e+05,"0.5-5"
"8776","Medium","7-8","Yes","Farmer",2.5,"5-10",2e+06,"20-35.20999908",300,200,"2","1","cameroon","South West",7e+05,"0.1000000015-0.5"
"8777","Small","1-4","Yes","Farmer",1.5,"10-20",1600000,"50-60",70,50,"26","2","cameroon","South West",420000,"0.5-5"
"8779","Medium","8-48","No","Farmer",3.5,"20-30",2300000,"50-60",40,25,"4","2","cameroon","South West",245000,"0.1000000015-0.5"
"8782","Medium","6-7","Yes","Farmer",1.200000048,"20-30",4e+06,"50-60",2500,1900,"2","1","kenya","central",145000,"5-20"
"8783","Medium","4-6","No","Civil Servant",1,"10-20",1250000,"0-20",16100,16000,"56","1","kenya","central",1e+05,"52-80"
"8784","Large","6-7","No","Teacher",2,"20-30",2710000,"0-20",7000,6700,"50","1","kenya","central",155100,"52-80"
"8786","Small","4-6","No","Civil Servant",0.6000000238,"0-5",990000,"20-35.20999908",13500,12670,"38","1","kenya","central",2e+05,"35-52"
"8787","Small","4-6","No","Trader",0.6000000238,"20-30",750000,"50-60",16000,15000,"38","1","kenya","central",87000,"52-80"
"8789","Large","7-8","Yes","Farmer",6,"30-202",1e+07,"0-20",3000,2750,"56","1","kenya","central",3e+05,"5-20"
"8790","Small","7-8","No","Farmer",2,"30-202",4e+06,"0-20",1800,1200,"2","1","kenya","central",30600,"52-80"
"8791","Small","8-48","No","Farmer",0.7200000286,"20-30",4e+06,"0-20",300,198,"4","1","kenya","central",110000,"52-80"
"8792","Small","6-7","Yes","Farmer",0.400000006,"30-202",3e+06,"0-20",2000,1200,"2","1","kenya","central",43245,"52-80"
"8793","Small","4-6","Yes","Farmer",0.1599999964,"10-20",3e+06,"20-35.20999908",270,100,"2","1","kenya","central",53440,"52-80"
"8794","Small","7-8","No","Farmer",0.6999999881,"20-30",5500000,"20-35.20999908",60,0,"56","1","kenya","central",242200,"5-20"
"8795","Medium","7-8","Yes","Farmer",0.8000000119,"30-202",8e+06,"20-35.20999908",200,200,"13","1","kenya","central",124000,"35-52"
"8798","Small","6-7","No","Artisan",0.8000000119,"20-30",1100000,"0-20",120,0,"26","2","kenya","central",70000,"20-35"
"8799","Large","4-6","Yes","Trader",8,"20-30",3e+07,"50-60",20000,20000,"13","2","kenya","central",1890000,"35-52"
"8800","Small","4-6","Yes","Trader",0.400000006,"10-20",2500000,"35.20999908-50",50,0,"26","2","kenya","central",57000,"80-100"
"8801","Medium","4-6","No","Farmer",2.799999952,"20-30",7e+05,"80-100",28800,28800,"13","2","kenya","central",440000,"5-20"
"8803","Medium","7-8","Yes","Trader",5.199999809,"30-202",3500000,"20-35.20999908",11500,11500,"50","2","kenya","central",1150000,"35-52"
"8804","Small","6-7","No","Trader",2.400000095,"20-30",1750000,"20-35.20999908",300,200,"26","1","kenya","central",2e+05,"35-52"
"8806","Small","4-6","No","Artisan",0.6000000238,"5-10",180000,"50-60",360,270,"13","2","kenya","CENTRAL",12500,"0.1000000015-0.5"
"8808","Large","7-8","No","Farmer",4.119999886,"10-20",3e+06,"0-20",12000,10800,"4","1","kenya","CENTRAL",207500,"5-20"
"8809","Small","6-7","Yes","Trader",0.9200000167,"20-30",3450000,"60-80",4800,4600,"39","1","kenya","CENTRAL",47500,"20-35"
"8810","Large","6-7","No","Office Worker",2.799999952,"20-30",1800000,"0-20",960,640,"9","1","kenya","CENTRAL",32500,"35-52"
"8811","Medium","6-7","No","Farmer",1.399999976,"30-202",1200000,"0-20",3000,2900,"9","1","kenya","CENTRAL",7500,"5-20"
"8812","Small","6-7","No","Farmer",0.8399999738,"30-202",630000,"20-35.20999908",100,0,"9","1","kenya","CENTRAL",7500,"0.5-5"
"8816","Small","7-8","No","Farmer",0.5799999833,"10-20",1450000,"0-20",200,0,"26","1","kenya","CENTRAL",32500,"0-0.1000000015"
"8819","Medium","7-8","No","Farmer",0.6000000238,"30-202",3e+06,"35.20999908-50",2000,2000,"50","1","kenya","CENTRAL",102500,"5-20"
"8820","Small","7-8","No","Farmer",0.8000000119,"30-202",2e+06,"50-60",2000,2000,"50","1","kenya","CENTRAL",82500,"5-20"
"8822","Small","1-4","No","Farmer",1.299999952,"5-10",1200000,"0-20",200,100,"26","1","kenya","CENTRAL",17500,"5-20"
"8823","Medium","4-6","No","Farmer",1.600000024,"30-202",1.2e+07,"0-20",80,0,"50","1","kenya","CENTRAL",95000,"5-20"
"8824","Medium","6-7","Yes","Civil Servant",1.200000048,"30-202",2400000,"50-60",11000,11000,"50","1","kenya","CENTRAL",105000,"35-52"
"8825","Large","6-7","No","Farmer",3.599999905,"30-202",2250000,"0-20",3300,2940,"26","1","kenya","CENTRAL",82500,"80-100"
"8826","Small","6-7","No","Farmer",0.8000000119,"10-20",9e+05,"20-35.20999908",450,0,"13","1","kenya","CENTRAL",52500,"0-0.1000000015"
"8828","Medium","6-7","No","Farmer",2,"10-20",2500000,"35.20999908-50",1575,1395,"26","1","kenya","CENTRAL",52500,"0-0.1000000015"
"8829","Large","7-8","No","Farmer",3,"30-202",2025000,"0-20",700,600,"26","1","kenya","CENTRAL",12500,"0-0.1000000015"
"8831","Small","6-7","No","Farmer",0.404700011,"10-20",1200000,"20-35.20999908",90,0,"50","1","kenya","CENTRAL",30000,"52-80"
"8833","Large","4-6","No","Farmer",3.237499952,"10-20",3e+06,"0-20",90,0,"26","1","kenya","CENTRAL",40000,"52-80"
"8835","Small","7-8","No","Civil Servant",0.7081999779,"10-20",1200000,"20-35.20999908",180,0,"26","1","kenya","CENTRAL",58000,"80-100"
"8836","Small","4-6","No","Farmer",1.497400045,"30-202",1e+06,"35.20999908-50",90,0,"26","1","kenya","CENTRAL",10000,"80-100"
"8837","Small","4-6","No","Farmer",0.404700011,"10-20",2500000,"35.20999908-50",360,270,"26","1","kenya","CENTRAL",30000,"52-80"
"8838","Small","7-8","No","Farmer",1.416399956,"30-202",2700000,"0-20",1100,600,"2","1","kenya","CENTRAL",120000,"52-80"
"8839","Small","4-6","No","Farmer",0.6069999933,"30-202",1700000,"0-20",20,0,"38","1","kenya","CENTRAL",35000,"5-20"
"8840","Small","6-7","No","Farmer",0.6069999933,"20-30",1e+07,"0-20",2800,2800,"26","1","kenya","CENTRAL",50000,"35-52"
"8841","Small","8-48","No","Trader",1.416399956,"30-202",1e+07,"0-20",450,270,"26","1","kenya","CENTRAL",1e+05,"20-35"
"8842","Medium","1-4","Yes","Farmer",1.456900001,"20-30",7e+06,"0-20",1200,400,"26","1","kenya","CENTRAL",80000,"20-35"
"8843","Small","4-6","Yes","Farmer",1.618800044,"30-202",1e+06,"0-20",360,0,"26","1","kenya","CENTRAL",34000,"5-20"
"8844","Small","4-6","No","Farmer",0.809400022,"30-202",2500000,"20-35.20999908",3840,3720,"2","1","kenya","CENTRAL",50000,"5-20"
"8845","Small","7-8","No","Farmer",1.416399956,"30-202",2800000,"0-20",180,45,"26","1","kenya","CENTRAL",20000,"52-80"
"8846","Medium","6-7","No","Other",2.023499966,"20-30",1500000,"35.20999908-50",270,0,"26","1","kenya","CENTRAL",15000,"52-80"
"8847","Small","4-6","No","Teacher",1.214100003,"20-30",1600000,"35.20999908-50",1800,1350,"26","1","kenya","CENTRAL",70000,"52-80"
"8849","Small","4-6","No","Teacher",1.214100003,"20-30",2500000,"0-20",90,45,"26","1","kenya","CENTRAL",50000,"52-80"
"8850","Small","6-7","No","Farmer",2,"10-20",950000,"0-20",4500,3750,"38","1","kenya","CENTRAL",12000,"0-0.1000000015"
"8851","Small","4-6","No","Farmer",45,"30-202",1.8e+07,"0-20",30000,28200,"38","1","kenya","CENTRAL",140000,"0-0.1000000015"
"8853","Large","1-4","No","Farmer",6,"20-30",3e+06,"0-20",1350,1080,"26","1","kenya","CENTRAL",24000,"0-0.1000000015"
"8855","Medium","7-8","No","Civil Servant",2.799999952,"20-30",7e+05,"20-35.20999908",1080,540,"26","1","kenya","CENTRAL",15000,"52-80"
"8856","Small","6-7","No","Farmer",0.8000000119,"10-20",350000,"50-60",2250,1350,"26","1","kenya","CENTRAL",22600,"5-20"
"8857","Medium","6-7","No","Farmer",2.049999952,"20-30",1100000,"80-100",5400,4530,"26","1","kenya","CENTRAL",115500,"35-52"
"8859","Small","4-6","No","Farmer",1.600000024,"5-10",8e+05,"50-60",3600,3000,"26","1","kenya","CENTRAL",51800,"20-35"
